id,score
101,88.62042898665187
102,95.1711169161245
103,92.07719387168044
105,92.66592512383703
107,92.18494598045916
109,83.80583548052827
1011,76.26512591598669
1012,92.30962940096819
1014,94.10113217181794
1016,93.80437211498554
1018,96.9016249004326
1020,88.07510757843394
1022,92.82287129361843
1023,90.84714837790338
1025,96.97244493318573
1027,95.46787704474802
1028,91.87421416005137
1029,95.65345924642294
1030,91.33781479575819
1032,83.35784842705398
1033,90.11689022806468
1035,95.74672861362316
1037,90.20426547744687
1039,91.65049455278238
1041,97.93533944940988
1042,95.66677100966247
1044,94.34171313924308
1045,68.3253470825353
1047,94.29176418690803
1049,80.68350433842566
1050,97.34148169447234
1052,91.81568179277703
1053,90.76766825091293
1055,80.33408887807202
1057,96.07667009369474
1058,96.22368195569541
1060,92.8805042998486
1061,95.19166267071046
1062,89.84109547844123
1064,80.42357300428448
1066,93.85071918792927
1068,91.76711185769034
1070,95.7594216470959
1072,92.73484371022273
1074,82.99319463066227
1076,96.25468745028822
1078,92.94016061984652
1079,89.94982549533762
1081,93.83056305240426
1082,94.98911582328971
1083,98.99895953843485
1084,89.0082717040237
1085,94.0957353821185
1086,79.94595879681562
1088,97.17708096337823
1090,94.9885782062991
1091,94.3544372254042
1092,91.59949286583385
1094,93.72860224165954
1096,86.06721949535921
1098,86.59418805143724
10100,85.22077131181821
10102,87.53781930340817
10104,83.91803132780524
10106,89.84671305396029
10108,77.80268840063252
10110,88.39364210434881
10112,77.80268840063252
10114,80.47569967888786
10116,94.80551002090934
10118,94.19229759178937
10120,92.5487890369661
10122,90.70800689812505
10124,86.3818914024605
10126,86.20343872190881
10128,90.54108676190718
10130,91.10061730862265
10132,90.27914799070726
10134,88.5945788376975
10136,90.30123591592465
10138,92.49569673281965
10140,80.61339182999615
10142,82.35293738392437
10144,84.12270782272388
10146,72.43728237238008
10148,55.12015253273287
10150,82.54279612315418
10152,95.7618206633996
10153,94.03455175429735
10154,94.30723744988018
10155,94.4455207402424
10156,91.06651259764223
10157,90.50731304280012
10158,93.51160210732796
10159,93.08311343348366
10160,92.36255611974052
10161,93.33464342696163
10162,89.81610595463576
10163,90.0914429677948
10164,95.63569540168194
10165,85.89615670636759
10166,93.9902510834287
10167,75.52211792965409
10168,90.94797052526887
