id,score
0,78.86336751695258
1,83.53420589385806
2,73.37557032700684
3,43.00000760562836
4,86.98489108544398
5,75.76808939730134
6,55.20516129306315
7,58.99601944412533
8,81.79966936311645
9,89.74616751168993
10,92.02663016973827
11,75.12189783898263
12,82.39112284794781
13,69.52219386678459
14,34.371965733644466
15,92.20450449751955
16,77.393215404741
17,74.30491276840982
18,39.785366551674024
19,58.74994234920224
20,80.62737716018988
21,89.24071440504227
22,70.98232254187813
23,83.92947005251233
24,85.4347485532598
25,50.33092474338709
26,74.43350796330692
27,22.048872820716333
28,40.109300880022666
29,29.160060199573635
30,93.25718821645924
31,82.50398234595713
32,57.42295476652848
33,47.479483628535654
34,89.3524837210697
35,93.20272822912362
36,75.87254324258761
37,78.87716889432504
38,42.30169992087369
39,64.29150913191742
40,72.60519637102195
41,60.58003968113007
42,85.02098625364232
43,67.38047261101534
44,55.20516129306315
45,87.87419089273847
46,83.90782502060263
47,57.614367896075755
48,81.20341702859794
49,64.53077186603815
50,82.71174056693044
51,61.652552921243704
52,91.64531641034831
53,25.376192011638008
54,94.25437476131631
55,83.85073472404356
56,89.02579342581528
57,82.36702231973227
58,87.20648242133758
59,62.30832293767093
60,70.92625431287067
61,46.361333851961774
62,65.49849942381907
63,27.904236757951452
64,60.710221238920745
65,27.412292653919486
66,53.588321912537275
67,24.835336815593237
68,58.30738459889048
69,88.78679585127794
70,85.55308664663045
71,84.74968231198386
72,72.98926162113918
73,65.40585844910977
74,58.52187596735431
75,80.38019482772604
76,84.986446467415
77,82.78527840665443
78,56.05976101691429
79,77.51602283626774
80,85.16228624291207
81,63.019085559238604
82,66.68954865619207
83,63.019085559238604
84,61.153805769010226
85,36.362270465000705
86,54.89938756679384
87,80.36431532733101
88,87.86307771674826
89,86.9639866212288
90,87.43414417652073
91,93.64799716089352
92,78.01724613878523
93,74.0609366763812
94,83.30787010500826
95,70.10615979282329
96,86.45707301556368
97,66.25231057044076
98,46.09056322258578
99,90.51034981560218
100,56.35190098079901
101,90.27352381005919
102,34.48444257953326
103,65.31441986620497
104,64.87066897882097
105,83.91223019337241
106,62.377747360596125
107,64.44280974574026
108,75.76808939730134
109,54.726794469727785
110,87.43414417652073
111,67.55947094698658
112,82.66114125804579
113,49.55056754877292
114,31.18181497809656
115,74.00998110483825
116,76.37260583416607
117,94.37815816129685
118,59.511819037536675
119,91.84043388013012
120,85.31413606256206
121,43.78850822480396
122,89.3524837210697
123,86.9639866212288
124,24.601372576927535
125,74.83293841345241
126,78.22775278715746
127,71.73057568216397
128,87.8365067491988
129,74.92553451352812
130,89.79829305933666
131,85.91169759078794
132,69.42566745278681
133,55.72806310452212
134,78.31496905282557
135,78.48271093555108
136,76.19313191346339
137,70.49592608322394
138,50.14756677893479
139,78.01379660652114
140,75.8681134954465
141,77.27420890072278
142,69.24328859069188
143,59.687741756345
144,73.31765459202478
145,54.303214666333915
146,49.00941039306948
147,50.14756677893479
148,81.37489370974959
149,76.35125959245336
150,63.749915579919254
151,85.10838609802076
152,53.107253497886994
153,74.23391006931126
154,70.02683391682538
155,85.47305998833806
156,72.74869628586941
157,86.35707684233577
158,83.85130047130204
159,81.69276475307029
160,53.417359568998464
161,38.57153091307506
162,85.87571848201749
163,77.89520674608168
164,83.18180062062373
165,85.31413606256206
166,73.15339097995039
167,13.919157443507983
168,17.747405280050266
169,91.22561819614457
170,59.14601686848579
171,82.32490471721698
172,92.98663600557576
173,45.31344181760397
174,75.41318575573045
175,88.81135755489994
176,39.23949017872131
177,61.50379145924419
