id_val,score
0,0.8244810700416565
1,0.7505328059196472
2,0.6890028715133667
3,0.8633055090904236
4,0.8144785761833191
5,0.7599548101425171
6,0.7957879304885864
7,0.7879185080528259
8,0.7728641033172607
9,0.7249392867088318
10,0.7727344632148743
11,0.7627727389335632
12,0.8629395365715027
13,0.7927687764167786
14,0.7673900723457336
15,0.7923531532287598
16,0.7895511388778687
17,0.7562535405158997
18,0.6938647031784058
19,0.7846482992172241
20,0.8923476934432983
21,0.8040881156921387
22,0.7581362128257751
23,0.7942888140678406
24,0.8342350125312805
25,0.7260253429412842
26,0.7575969696044922
27,0.8033322691917419
28,0.8212709426879883
29,0.7054154872894287
30,0.7905051708221436
31,0.8178779482841492
32,0.701308012008667
33,0.7969213128089905
34,0.8293312191963196
35,0.7930096983909607
36,0.7780737280845642
37,0.8187277913093567
38,0.758797824382782
39,0.6407428979873657
40,0.749994695186615
41,0.75789475440979
42,0.7858099341392517
43,0.7853060960769653
44,0.8072766065597534
45,0.6018195748329163
46,0.8694016933441162
47,0.8075109720230103
48,0.840198814868927
49,0.7578303813934326
50,0.3400353789329529
51,0.8608888387680054
52,0.8298691511154175
53,0.6915885210037231
54,0.8568903803825378
55,0.7973327040672302
56,0.7161970138549805
57,0.820855438709259
58,0.8596204519271851
59,0.7972494959831238
60,0.8064500093460083
61,0.6800029277801514
62,0.8056415915489197
63,0.7034980654716492
64,0.8394365310668945
65,0.7565706968307495
66,0.7816997170448303
67,0.7509653568267822
68,0.8026512861251831
69,0.8489589691162109
70,0.7538877129554749
71,0.8603686094284058
72,0.8473131060600281
73,0.8048031330108643
74,0.7575401663780212
75,0.7922442555427551
76,0.7998315691947937
77,0.7605354189872742
78,0.8598655462265015
79,0.8467115163803101
80,0.7829956412315369
81,0.8774786591529846
82,0.8222011923789978
83,0.7860434651374817
84,0.7504075169563293
85,0.6985688209533691
86,0.693352222442627
87,0.7945903539657593
88,0.730013906955719
89,0.8008959889411926
90,0.8603191375732422
91,0.779435932636261
92,0.8016554117202759
93,0.831608235836029
94,0.8288260102272034
95,0.7791380286216736
96,0.8208327889442444
97,0.781451940536499
98,0.737866997718811
99,0.833437979221344
100,0.8159673810005188
101,0.8111713528633118
102,0.7098515629768372
103,0.7212069034576416
104,0.8140249252319336
105,0.7920644879341125
106,0.7372925877571106
107,0.8630986213684082
108,0.7910473942756653
109,0.8102670311927795
110,0.8459566235542297
111,0.830996036529541
112,0.7791321277618408
113,0.7506353259086609
114,0.6867393255233765
115,0.8076334595680237
116,0.818481981754303
117,0.8048089742660522
118,0.8196718692779541
119,0.8281257748603821
120,0.8034135699272156
121,0.7764856815338135
122,0.750910758972168
123,0.8326529264450073
124,0.7795189619064331
125,0.9091470837593079
126,0.8527061939239502
127,0.8180334568023682
128,0.8397267460823059
129,0.8391636610031128
130,0.8184051513671875
131,0.8106129765510559
132,0.7680704593658447
133,0.7756838798522949
134,0.7838199734687805
135,0.6672279238700867
136,0.7614743709564209
137,0.7747387886047363
138,0.8385053873062134
139,0.7967678308486938
140,0.7708431482315063
141,0.8534234762191772
142,0.7729452848434448
143,0.7366549372673035
144,0.7772533297538757
145,0.7851113080978394
146,0.8378846049308777
147,0.874416172504425
148,0.7669435143470764
149,0.8281111121177673
150,0.7607146501541138
151,0.7908788323402405
152,0.6212295293807983
153,0.7317495942115784
154,0.8283620476722717
155,0.8154700398445129
156,0.790640115737915
157,0.8287423849105835
158,0.8227733373641968
159,0.8067209124565125
160,0.7386891841888428
161,0.8304265141487122
162,0.6630906462669373
163,0.7347937822341919
164,0.8017092347145081
165,0.7888413667678833
166,0.8304170966148376
167,0.6935724020004272
168,0.8064128756523132
169,0.7859543561935425
170,0.826431155204773
171,0.4723530113697052
172,0.8351977467536926
173,0.8258281946182251
174,0.8488137125968933
175,0.8314163684844971
176,0.7436407804489136
177,0.847478449344635
178,0.8590570092201233
179,0.8295146226882935
180,0.8339453339576721
181,0.8460306525230408
182,0.788868248462677
183,0.8303604125976562
184,0.8002501726150513
185,0.7796669006347656
186,0.7945685386657715
187,0.8427071571350098
188,0.7998257279396057
189,0.8356599807739258
190,0.8532472252845764
191,0.8136410117149353
192,0.7902023196220398
193,0.8012503981590271
194,0.7733584642410278
195,0.8434166312217712
196,0.8288711905479431
197,0.8646100163459778
198,0.7951028347015381
199,0.8234612345695496
200,0.7976439595222473
201,0.7769829034805298
202,0.7863847613334656
203,0.7798597812652588
204,0.8106138706207275
205,0.8408198356628418
206,0.792466938495636
207,0.7336611151695251
208,0.7831910848617554
209,0.7666197419166565
210,0.7670433521270752
211,0.6607720255851746
212,0.7375129461288452
213,0.736662745475769
214,0.7382491827011108
215,0.7926822900772095
216,0.8160774111747742
217,0.7754120230674744
218,0.677641749382019
219,0.6480948328971863
220,0.6637528538703918
221,0.7095681428909302
222,0.8366007804870605
223,0.7974543571472168
224,0.7689645290374756
225,0.8208114504814148
226,0.8202793002128601
227,0.7517816424369812
228,0.7198207974433899
229,0.833538293838501
230,0.8046369552612305
231,0.8082529902458191
232,0.8475210666656494
233,0.8193883895874023
234,0.8250219821929932
235,0.8773595690727234
236,0.9091348648071289
237,0.8360438346862793
238,0.7612674236297607
239,0.7922564148902893
240,0.7580769658088684
241,0.809059202671051
242,0.8391484022140503
243,0.7228190898895264
244,0.7789301872253418
245,0.7563015222549438
246,0.8714953064918518
247,0.777279794216156
248,0.8889932632446289
249,0.8407355546951294
250,0.8130736947059631
251,0.8401781916618347
252,0.8181886672973633
253,0.8074854612350464
254,0.8384912610054016
255,0.8395521640777588
256,0.8740401268005371
257,0.8533272743225098
258,0.7453759908676147
259,0.8263058662414551
260,0.7334599494934082
261,0.8485205769538879
262,0.742098867893219
263,0.8205194473266602
264,0.7931614518165588
265,0.8036096692085266
266,0.8515228033065796
267,0.7242167592048645
268,0.8614583611488342
269,0.8377102017402649
270,0.8120164275169373
271,0.7737094759941101
272,0.8511896133422852
273,0.8067793250083923
274,0.8384854793548584
275,0.799717366695404
276,0.7945916056632996
277,0.7895416617393494
278,0.7875205874443054
279,0.7679388523101807
280,0.8377802968025208
281,0.8311379551887512
282,0.7844645380973816
283,0.8734655976295471
284,0.7473304867744446
285,0.82839435338974
286,0.7720745205879211
287,0.7596557140350342
288,0.7221894264221191
289,0.7198243141174316
290,0.7817675471305847
291,0.7689456343650818
292,0.7992913722991943
293,0.6737561821937561
294,0.7230381369590759
295,0.8021960854530334
296,0.7482179403305054
297,0.7998592853546143
298,0.6097692847251892
299,0.7518938183784485
300,0.7947342991828918
301,0.7308430671691895
302,0.7815529704093933
303,0.5679832100868225
304,0.7181825637817383
305,0.627130389213562
306,0.8003979325294495
307,0.6925222277641296
308,0.7696908116340637
309,0.8024251461029053
310,0.7824568152427673
311,0.7035191059112549
312,0.7625175714492798
313,0.7599846720695496
314,0.8799139857292175
315,0.8342506885528564
316,0.8571066856384277
317,0.7828441858291626
